school,date,category,description,details,lat,lng
University of South Florida,"
10/26/2019
  ","
ANTISEMITIC EXPRESSION
  ","
SJP shared a new mission statement that included rhetoric demonizing Israel and promoting BDS.
  ",#incident/search/display-by-date/search/details/5e0a53a455470e0016ff2676?ref=view_279_per_page%3D1000%26view_279_page%3D1,28.0587031,-82.41385389999999
Benedictine University,"
10/25/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP released a statement to justify their protest of a Holocaust survivor’s talk about his experience in the Holocaust, that denigrated the speaker and demonized Israel [1].
  ",#incident/search/display-by-date/search/details/5db7883387df7f0015243788?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.7784418,-88.0952683
University of Illinois Urbana Champaign,"
10/25/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Following the passage of an SJP-sponsored student government resolution condemning Chancellor Jones for having sent an email to the campus community about an RA's antisemitic presentation and claiming that anti-Zionism is not antisemitism, SJP issued a press release that denigrated and discriminated against Zionist students and demonized Zionism.
  ",#incident/search/display-by-date/search/details/5db7208587df7f0015236c6d?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
University of Illinois Urbana Champaign,"
10/25/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Following the passage of an SJP-created student senate resolution claiming that anti-Zionism is not antisemitism, SJP released a second statement, in which Zionist students on campus were denigrated and discriminated against, Jews were denied self-determination and Israel was demonized.
  ",#incident/search/display-by-date/search/details/5db70fbbf88acb001527b0a3?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
Smith College,"
10/25/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Eight swastikas were found drawn in marker on the walls of three academic buildings, Seelye, Bass and Burton halls.
  ",#incident/search/display-by-date/search/details/5db37f7c3b0e510015ac142b?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3162992,-72.6403095
Benedictine University,"
10/24/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP denigrated and harassed a speaker who came to campus, Holocaust survivor Harold Kasimow, and demonized Israel during a protest at the event [1].
  ",#incident/search/display-by-date/search/details/5db787d0b8a7a60015854b73?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.7784418,-88.0952683
"University of Nevada, Reno","
10/24/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A swastika was found drawn on a bathroom stall on the first floor of the Raggio building.
  ",#incident/search/display-by-date/search/details/5db47258e7608f0015d3b968?ref=view_279_per_page%3D1000%26view_279_page%3D1,39.5441917,-119.816397
Harvard University,"
10/24/2019
  ","
ANTISEMITIC EXPRESSION
  ","
Palestine Solidarity Committee, Harvard Islamic Society, Harvard College Act on a Dream and Harvard Students for Bernie Sanders held the event “Palestine 101” [1] with Rami Younis, where Younis demonized Israel [2].
  ",#incident/search/display-by-date/search/details/5db9ff36de51f30015d4e3c0?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3770029,-71.11666009999999
University of Houston,"
10/24/2019
  ","
ANTISEMITIC EXPRESSION
  ","
SJP held the event “Palestine and US Electoral Politics” [1] with Mohammed Nabulsi and a student moderator, where both the moderator and Nabulsi demonized Israel [2].
  ",#incident/search/display-by-date/search/details/5dc9ad93ec37fc001713999a?ref=view_279_per_page%3D1000%26view_279_page%3D1,29.7199489,-95.3422334
Columbia University/Barnard College,"
10/24/2019
  ","
ANTISEMITIC EXPRESSION
  ","
The Center for Palestine Studies and the Palestine Law Program held the event “Justice for Some: Law and the Question of Palestine” with Noura Erakat, Katherine Franke and Diala Shamas, where participants engaged in expression that denied Jews self-determination, demonized Israel and promoted BDS.
  ",#incident/search/display-by-date/search/details/5de008f58604af0015414c5f?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.8090051,-73.9637853
Iowa State University,"
10/23/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Neo-Nazi writings that included ""Heil Hitler"" and other antisemitic slogans, along with ""no trans rights,"" were found chalked throughout campus.
  ",#incident/search/display-by-date/search/details/5dbaff821073b10015e7882c?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.0266187,-93.6464654
Duke University,"
10/23/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A departmentally-sponsored event with former Israeli Foreign Minister Tzipi Livni [1] was disrupted by 20 protesters for about 2 and a half minutes that culminated in shouts of “shame” and “you don’t belong here” toward Livni [2].
  ",#incident/search/display-by-date/search/details/5db31447fbc6d90015db4a95?ref=view_279_per_page%3D1000%26view_279_page%3D1,36.0014258,-78.9382286
University of Illinois Urbana Champaign,"
10/23/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
An SJP resolution claiming that anti-Zionism is not antisemitism [1] was passed [2] by the student senate with 29 in favor, 4 against, and 4 voting absent, after 400 Jewish students showed up in opposition [3] to make the statement that the Jewish community alone can define antisemitism.
  ",#incident/search/display-by-date/search/details/5db1c900fcd80a00154a1a1d?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
Brown University,"
10/22/2019
  ","
BDS ACTIVITY
  ","
SJP held the BDS event ""Palestine and BDS: A Fight for Justice, Equality and Freedom"".
  ",#incident/search/display-by-date/search/details/5e1782f394640a00158fcf12?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.8267718,-71.4025482
University of Maryland,"
10/22/2019
  ","
ANTISEMITIC EXPRESSION
  ","
SJP held the event ""GBM: Greenwashing"".
  ",#incident/search/display-by-date/search/details/5e1e1fd4e63ae80015dcb7a0?ref=view_279_per_page%3D1000%26view_279_page%3D1,38.9864552,-76.95399309999999
Cornell University,"
10/22/2019
  ","
ANTISEMITIC EXPRESSION
  ","
Cornell Students for Justice in Palestine and Cornell Jewish Voice for Peace held a screening of the film ""Gaza Fights for Freedom,"" [1] a film which contains expression that condones terrorism, demonizes Israel and promotes BDS [2].
  ",#incident/search/display-by-date/search/details/5dddbf208f1b080015f5d8aa?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.4534492,-76.4735027
DePaul University,"
10/22/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A ""fact sheet"" created by an SJP member about Birthright demonized Israel, denied Jews self-determination and denigrated students who would choose to participate in the trip.
  ",#incident/search/display-by-date/search/details/5daf64c3227ab900187fca2f?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.92381659999999,-87.6565901
Florida State University,"
10/21/2019
  ","
ANTISEMITIC EXPRESSION
  ","
SJP held the event ""GBM: Socialism in Palestine: Past, Present and Future,"" where the description demonized Israel.
  ",#incident/search/display-by-date/search/details/5e1b72153000c90015b57420?ref=view_279_per_page%3D1000%26view_279_page%3D1,30.4418778,-84.2984889
Cornell University,"
10/20/2019
  ","
ANTISEMITIC EXPRESSION
  ","
An article in the student newspaper, The Cornell Sun, demonized Israel and argued in favor of divestment.
  ",#incident/search/display-by-date/search/details/5dadd6f0f003320015d1b523?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.4534492,-76.4735027
Michigan State University,"
10/20/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A sukkah erected on Hillel's property was vandalized by ""2 males who had entered the patio area and had purposely destroyed the sukkah,"" as caught on the center's video cameras.
  ",#incident/search/display-by-date/search/details/5db0841f1dead700158fa864?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.701848,-84.4821719
Temple University,"
10/19/2019
  ","
ANTISEMITIC EXPRESSION
  ","
According to the ADL [1], the ""New Jersey European Heritage Association, an alt right group, distributed stickers at Temple University that read: 'Reclaim your nation reclaim your heritage,' 'Remember the USS Liberty 1967 Israeli sneak attack against America,' [2] and 'Stop the third world invasion of America'"".
  ",#incident/search/display-by-date/search/details/5e39d8e3323b8d00177d1182?ref=view_279_per_page%3D1000%26view_279_page%3D1,39.9805942,-75.1557376
University of Massachusetts Amherst,"
10/18/2019
  ","
ANTISEMITIC EXPRESSION
  ","
SJP screened the film ""The Occupation of the American Mind: Israel's Public Relations War in the United States"".
  ",#incident/search/display-by-date/search/details/5e1e21d639cd12001708968b?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.3867598,-72.5300515
Cornell University,"
10/18/2019
  ","
ANTISEMITIC EXPRESSION
  ","
Members of SJP, Climate Justice Cornell and Islamic Alliance for Justice protested a Trustees meeting in order to call for divestment from Israel, with a large banner that asked, ""Trustees, is Israeli Apartheid Morally Reprehensible"" and a sign stating, ""Israel's Blockade of Gaza, Racist Water Policy and Apartheid Wall are Morally Reprehensible"" [1].
  ",#incident/search/display-by-date/search/details/5dadd55dea677200158266c7?ref=view_279_per_page%3D1000%26view_279_page%3D1,42.4534492,-76.4735027
University of Illinois Urbana Champaign,"
10/18/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
About 30 SJP and other anti-Zionist students protested at a homecoming parade with chants of ""Hey hey, ho ho, Chancellor Jones has got to go,"" in reference to a previous email that Chancellor Jones had sent the campus community denouncing an antisemitic presentation (see entry in tracker).
  ",#incident/search/display-by-date/search/details/5dadd13151af1a0018542ba2?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
Case Western Reserve University,"
10/17/2019
  ","
ANTISEMITIC EXPRESSION
  ","
The Departments of Political Scienceand History, Radical Student Union, Jewish Voices for Peace Cleveland, NOCMESand Eyewitness Palestine Ohio held the event “How the Israel Lobby Distortsthe Palestinian Conflict” with Walter Hixson [1],  who made numerous demonizing remarks about Israel and Israelis and expressed support for BDS [2].
  ",#incident/search/display-by-date/search/details/5dcd9c966064890015750a57?ref=view_279_per_page%3D1000%26view_279_page%3D1,41.5043413,-81.6083838
University of Minnesota Twin Cities,"
10/17/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Several swastikas and the phrase 'white power' were found in a bathroom stall at the University of Minnesota Law School.
  ",#incident/search/display-by-date/search/details/5dd2f54a28341d00158adb12?ref=view_279_per_page%3D1000%26view_279_page%3D1,44.97399,-93.2277285
University of Illinois Urbana Champaign,"
10/17/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP held an ""emergency teach-in"" [1] on the quad about their demands concerning separating Zionism from antisemitism, following a statement from Chancellor Jones denouncing an antisemitic presentation that included material denouncing Zionism (see entry in tracker) [2].
  ",#incident/search/display-by-date/search/details/5da9e1e23520560015f0d5e4?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
Rutgers University - New Brunswick,"
10/16/2019
  ","
ANTISEMITIC EXPRESSION
  ","
SJP held the event ""Life in Palestine Under Israeli Occupation,"" whose advertisement demonized Israel.
  ",#incident/search/display-by-date/search/details/5e1ce2e93115ac0016816f1f?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.5008186,-74.44739910000001
Stanford University,"
10/16/2019
  ","
BDS ACTIVITY
  ","
A student expressed support for BDS in an article in the student newspaper, Stanford Daily [1].
  ",#incident/search/display-by-date/search/details/5da751caf4560c00167b580d?ref=view_279_per_page%3D1000%26view_279_page%3D1,37.4274745,-122.169719
Portland State University,"
10/16/2019
  ","
BDS ACTIVITY
  ","
As covered in the student newspaper, JVP launched a campaign calling on the University to sever ties with Leupold and Stevens, an optics manufacturing company based in Beaverton, for its role in selling military-grade sniper scopes to the IDF [1].
  ",#incident/search/display-by-date/search/details/5dae088199266c0016628079?ref=view_279_per_page%3D1000%26view_279_page%3D1,45.5095335,-122.6810814
University of Illinois Urbana Champaign,"
10/16/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
SJP members introduced a student government resolution [1] declaring that anti-Zionism is not antisemitism [2] in response to Chancellor Jones' statement that denounced an antisemitic staff presentation created by an SJP member, where the resolution was discussed and ultimately voted on being sent to the diversity and inclusion committee for rejection or approval [3].
  ",#incident/search/display-by-date/search/details/5da9e45a81e523001b8fa9b3?ref=view_279_per_page%3D1000%26view_279_page%3D1,40.1019523,-88.2271615
Arizona State University,"
10/16/2019
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A student and Chair of Students for Socialism at ASU published a Letter to the Editor in the student newspaper, The State Press, that called on ASU students to ""support the BDS movement and push for a full academic boycott of Israel"" and said that ""student clubs should refuse to work with other clubs that support the Israeli occupation of Palestine"".
  ",#incident/search/display-by-date/search/details/5da8b90098bb900018bf4a4c?ref=view_279_per_page%3D1000%26view_279_page%3D1,33.4242399,-111.9280527
Western Washington University,"
10/15/2019
  ","
BDS ACTIVITY
  ","
SJP held a BDS event entitled ""Intro to Palestine BDS Committee"".
  ",#incident/search/display-by-date/search/details/5e1e2f433115ac0016836c37?ref=view_279_per_page%3D1000%26view_279_page%3D1,48.7342877,-122.4866103
